3	5	[29]	其中一个主要优点是您可以隐藏内部细节，这是一种通过封装已知的技术。对象合并数据和操作，但您无法看到它的工作原理。<br>另一个优点是，您可以重用在程序中早期定义的类，这种方法称为继承。<br>另一个优点是对象可以在执行时确定适当的操作，一种称为多态性的技术。<br>
10	3	[9]	构造函数是启动类的新实例的方法。（例如：员工员工 1（参数）启动类型为"员工"的对象的新实例）。函数只是一个模块，它位于程序中，可以完成其所需的单个任务。
16	5	[23]	全局变量具有文件范围。 变量是通过文件知道的所有函数
15	5	[31]	包括函数的名称及其参数的类型。
5	4.5	[10]	程序使用的存储值
19	3	[21]	它们必须具有相同的返回类型， 但输入参数不同
10	4	[14]	构造函数是在创建对象时调用的特殊语句块，在静态声明或堆栈上构造对象时调用该语句块。但是，函数是较大程序中代码的一部分，它执行特定任务，独立于代码的其余部分。
17	3	[31]	忽略内联限定符，通常对除了最小函数的所有函数都这样做。
17	5	[17]	它生成函数的编码副本，从而消除了调用函数
7	5	[3]	While 循环用于执行代码块，只要某些条件为 true。 A 做...而循环用于执行代码块，只要满足某些条件。 时与做的区别...而是当循环测试其条件之前执行其内容和 do...而循环在执行其内容后至少测试一次其条件。
14	3	[30]	头文件包含可用于多个文件的代码
1	4.5	[21]	模拟问题部分的解决
9	4.5	[31]	数据成员是全局可访问的，而局部变量只能在成员函数内访问。
17	5	[2]	它将该函数调用的所有实例替换为内联代码本身，从而生成更长但更快的程序。
8	2	[4]	对象和数据。
7	4	[21]	做...虽然运行嵌入代码至少一次，do 命令不一定
17	4.5	[14]	当编译器内联扩展函数调用时，函数的代码将插入到调用方的代码流中（在概念上类似于使用宏#define情况）。这可以从其他一些情况来提高性能，因为优化器可以在程序上将调用的代码集成为"将被调用的代码优化到调用方中。
20	5	[8]	当省略基大小写或重复步骤写入不正确，以便永远不会在基大小写上收敛时，可能会发生无限递归。
10	4	[29]	构造函数不能返回值，因此它们不能像函数那样指定返回类型。
9	4.5	[9]	数据成员是存储特定C++的类或结构的一部分...成员函数中的局部变量仅在该函数内可用，可用于派生所需的结果。
14	3.5	[4]	标头文件由"可重用"源代码组成，如文件中的类，按约定具有 .h 文件名扩展名。这与包含"源代码"的 .cpp 文件不同。
4	5	[9]	主要方法
14	3.5	[20]	隐藏类的定义和详细信息。 也为了帮助主文件的可C++。
8	4.5	[17]	数据和方法
2	1.5	[14]	各个组件和步骤（如分析、设计和实现代码）以及整个系统都经过测试，以执行分析阶段确定的要求。即主输出
19	5	[30]	按其参数的数量、类型和顺序
2	3	[15]	编码
15	5	[18]	函数的名称及其参数的类型
1	5	[17]	模拟所需软件产品部分行为的程序
4	5	[11]	在主函数中...？
11	1.5	[9]	当没有通过参数时。
11	5	[11]	当构造函数的类中未指定构造函数时，但该类在程序中实例化。
4	5	[29]	他们开始执行在 funcion 主 （） 。
14	1.5	[29]	头文件有权访问标准库C++类等类工作。
10	4	[25]	构造函数不能返回值
13	5	[4]	函数原型是函数的声明，它告诉编译器函数的名称、其返回类型及其参数的类型。
20	5	[25]	省略基大小写，或错误地写入递归步骤，以便它未到达基大小写可能会导致无限递归。
17	5	[26]	而不是每次调用函数时调用函数，编译器将用函数体的副本替换函数调用
14	0	[3]	不
17	5	[27]	告诉编译器将函数的代码副本用于位，以避免函数调用。 它通常忽略它，除了最小的函数。
12	5	[22]	任何你想要的号码
8	5	[2]	数据成员和成员函数
5	5	[14]	是一个方法或标识符，我会说，我们使用绑定数据对象到内存位置;然后存储在一个位置，可以在调用变量名称时访问该位置，并在以后调用变量名称时对其进行操作。
4	5	[18]	主要
6	5	[16]	在全局变量的情况下，在函数范围内和函数范围之外
19	5	[27]	由其函数签名
11	5	[20]	当您不提供自己的构造函数时。
9	5	[12]	成员函数中的变量只能在成员内部访问，并且可以通过程序访问数据成员。
3	2.5	[22]	封装对象组合数据和操作<br>继承 -类可以从其他类继承属性<br>多态性 - 对象可以在执行时确定适当的操作
6	4	[26]	全局变量在主函数中声明<br>在任何其他函数中声明的本地变量
20	4.5	[10]	没有基本情况。<br>递归步骤不会减少每次递归调用期间的问题。
13	3	[12]	原型不包含函数具有在程序中执行的所有代码的任何实际代码。
3	3.5	[26]	1- 现有类可重复使用<br>2- 程序维护和验证更容易<br>
16	2.5	[5]	任何用户都可以在任何地方访问C++文件。
21	3.5	[26]	它们用于解决相同类型的问题。他们一遍又一次地执行一项任务，直到到达循环条件语句（在递归中称为基本大小写）。
15	5	[29]	函数的名称及其参数的类型。
11	5	[4]	当类未显式包含构造函数时。
15	3	[15]	函数的返回类型和参数列表
17	5	[8]	inline 关键字建议编译器将函数的代码复制到位，以避免函数调用;但是，编译器可以而且通常忽略除了最小函数外的所有函数的内联限定符。
20	5	[18]	省略基大小写，或错误地写入递归步骤，以便它不会在基大小写上收敛
1	4.5	[11]	原型程序是软件问题索尔文规范阶段的一部分。 它被用来说明如何在程序中解决关键问题或问题，有时作为扩展的基础程序。
1	2.5	[14]	原型编程是一种编程方法，使一个人能够采取有组织的方法来开发有效的程序，在解决问题时以最小的错误和战略模式。即，书举了一个顾客从银行取款的例子，这种方法在OOA/Design lvl期间采用伪代码级别，然后开始创建解决方案。
8	4.5	[12]	公共和私有区域，包括类中使用的函数和变量
16	4.5	[14]	通过整个脚本存在的变量。它们的值可以随时在代码和 fucnction 中更改。
4	5	[8]	c++ 程序开始在主方法中执行。
15	4.5	[24]	名称、参数、范围和其他一般功能信息
10	2.5	[20]	构造函数初始化值，函数通常执行某种操作。
19	5	[8]	编译器通过重载函数的签名来区分重载函数。它将每个函数标识符及其参数的数量和类型编码，以生成类型安全链接，从而确保调用正确的重载函数。
21	5	[29]	两者都基于控件语句。<br>两者都涉及重复。<br>两者都涉及终止测试。<br>两者逐渐接近终止。<br>两者都可以无限发生。<br><br>
12	5	[2]	默认情况下只有一个， 但它们可以重载以创建尽可能多的构造函数。
10	3	[30]	构造函数是初始化类实例的函数，函数执行为它编写的任何任务
18	3	[10]	引用的原始变量可以直接由被调用的函数修改。
9	4.5	[8]	数据成员在类内声明，但在任何成员函数之外。与局部变量不同，类的每个对象都保留存储在内存中的数据成员自己的副本。
16	4.5	[12]	它们可用于整个程序
7	4.5	[6]	[do] 语句首先计算条件，然后执行语句 0 或更多次中的代码行。<br>
16	4	[24]	只要包含适当的 .h 文件，则全局变量可用于任何函数
20	4.5	[19]	如果未定义基大小写，或者调用没有变化，可能会发生无限递归。
11	5	[29]	在任何未显式包含构造函数的类中。
4	5	[1]	在主函数<br><br>主 （）
13	5	[8]	函数原型告诉编译器函数名称、返回类型以及参数的数量和类型，而不显示函数定义中包含的实现。
15	5	[26]	函数的名称及其参数
19	5	[11]	编译器从函数调用中参数的数量、类型和顺序中选择正确的函数来执行。
16	5	[25]	全局变量具有文件范围
3	4	[16]	现有类可以重复使用<br>程序维护和验证很容易
21	5	[30]	两者都基于控件语句;两者都逐渐接近终止终止结束与终止测试;两者都涉及重复，如果未满足终止要求，则两者都可以无限重复。
1	2	[10]	它测试程序的主要功能，同时留下更精细的细节。<br>
4	5	[19]	C++程序开始在主函数执行。
4	5	[15]	在"主"功能中
3	2	[12]	使用不同的模块可以更轻松地进行调试
19	5	[6]	编译器根据函数调用中参数的数量、类型和顺序选择要执行的正确函数。
7	3.5	[20]	循环体始终至少执行一次<br>
16	3	[22]	可由具有 和 对象的任何类在其中具有 和 对象的
5	5	[18]	内存中可以存储值的位置
8	2.5	[27]	公共部分和私有部分，必须有一个分号来设置结束
6	3.5	[11]	在主函数中，通常在代码的顶部。<br><br>几乎可以在任何地方声明它们，但必须在代码使用或对它们采取行动之前声明它们。
15	5	[1]	函数名称和参数
8	5	[8]	告诉编译器哪些数据成员和成员函数属于类的信息。
10	3.5	[7]	构造函数不需要类型，它用于初始化变量。
15	5	[25]	函数签名包括函数的名称及其参数的类型
3	3	[23]	-更易于调试<br>可重复性
6	5	[22]	局部变量在方法内声明，而全局变量在正文中声明。
19	3	[22]	重载函数必须具有相同的返回类型，但输入参数不同
16	5	[6]	源代码文件中任何跟随其减速的函数都允许访问变量。 此外，全局范围变量在整个程序执行过程中重新训练其值。
19	3.5	[25]	它们具有相同的名称，只是不同的参数。
6	1	[10]	声明变量的数据类型后。
14	3	[1]	重新提升功能
17	5	[23]	程序编译时，将复制函数，避免函数调用。
7	5	[11]	A 做...而语句的正文始终执行至少一次。 其中 while while 语句将不执行，除非 时的条件为 true。
7	5	[22]	做，而循环总是执行一次。while 循环的条件语句必须为 true 才能运行。
1	5	[18]	它模拟所需软件产品部分的行为。
7	5	[8]	一段时间和一段时间的主要区别...而循环是做...while 循环始终循环至少循环一次，但 while 循环并不总是这样做。
11	5	[14]	在运行一个复杂函数的一开始，在C++，如果用户没有提供其他构造函数，它为类生成自己的默认构造函数
1	3	[4]	它用于让用户对已完成的程序有第一个想法，并允许客户端评估程序。这可以产生很多反馈，包括软件规范和项目估计整个项目。
1	2	[12]	布置基础知识，并给出实际问题解决的起点。
14	4.5	[22]	头文件向用户显示哪些类型进入和从函数中出来，但不允许用户操作函数的实际代码。
19	5	[23]	它检查每个函数上参数的名称、类型和顺序。
2	3	[4]	完善解决方案、生产和维护都受测试阶段的影响。
17	4	[9]	它扩展了一个小功能...使代码更长，但也使代码运行得更快。
7	4.5	[31]	do 的循环...而语句始终执行一次。
5	5	[4]	变量是计算机内存中可存储值以供程序使用的位置。每个变量都有一个名称、一个值、一个类型和一个大小。
5	5	[26]	它是内存中可以存储值的位置<br>
14	4.5	[15]	标头文件通常包含类和/或函数原型。
1	5	[2]	仅模拟所需软件产品的一部分行为。
15	5	[9]	它包括一个函数名称和参数列表。不包括返回类型。函数签名必须不同。
21	2	[5]	如前所述，递归可用于处理迭代操作。递归用于计算答案可以在与自身相关的函数中描述。
8	5	[31]	属于该类的成员函数和数据成员。
11	5	[18]	当类未显式包含构造函数时。
20	3.5	[7]	处理不当的情况，因此并非所有可能的值都能够处理。
14	3.5	[7]	标头文件是源文件之间的交叉通信方法，可帮助限制每个程序的大小。没有头文件，程序将是一个大的代码块，因此相当难以调试和遍历。
21	3	[22]	任何你能做的， 你可以做递归
18	5	[22]	不使用 unessesary 内存空间在函数之间复制变量
3	3.5	[31]	现有类可以重复使用，程序维护和验证更容易。
7	5	[17]	无论条件如何，do while 循环块中的语句将始终至少执行一次。而如果条件未得到满足，则可能永远不会执行 while 循环。
15	3	[21]	返回类型和输入参数
13	4.5	[28]	函数原型描述类的公共接口，而不<br><br>类的成员函数实现，函数定义显示<br><br>实现
5	4	[17]	表示值的符号，该值可能更改，也可能不更改，具体取决于程序。
8	4	[5]	该类的属性。也它是否是子类。也不管是公私还是受保护。
11	5	[30]	当类未显式包含构造函数时
1	2	[7]	它提供了有限的概念验证，在实际编程整个应用程序之前与客户端进行验证。<br>
4	5	[13]	C++程序开始在主执行。
3	5	[11]	编码和调试程序通常更容易，因为编译器将指定工作不正确的对象，或者分配给对象的函数将更易于识别。 代码本身看起来也更加有条理，更易于阅读，有助于避免冗余编码。 编程后维护也更容易。<br><br>，模块可以在其他程序中多次重复使用，而不会太麻烦。  抽象是将一个大问题分解为更小、更简单的问题并解决这些问题的艺术。 许多较小的问题在独特的复杂问题之间共享，创建模块来解决这些问题可以节省时间，当您再次遇到它们。
17	4.5	[20]	函数代码的多个副本入到程序中，使其变大。
17	5	[15]	函数调用将被内联函数中定义的代码替换
6	2	[20]	在使用它们之前。
12	5	[11]	可以通过重载为任何给定类创建大量构造函数。 当创建两个具有不同类型或数量的参数的构造函数时，它们被重载，C++ 可以根据传递/返回的变量类型识别要使用的构造函数。
20	5	[17]	<br>创建基本大小写，或在永远不会满足基本大小写的情况下。
9	3	[6]	数据成员是特定类的数据组件。 成员函数是类的功能组件。
1	5	[22]	您可以将整个程序分解为原型程序，以模拟最终程序的一部分
3	4.5	[17]	变量可以保持私有。代码易于修改和重用，也易于实现。更别提作为观察者更容易阅读和跟随了。
9	4.5	[25]	数据成员是在类定义内声明的变量，但在类成员函数的实体之外。局部变量只能在函数声明中使用。
18	5	[3]	将引用（而不是大型对象）传递给函数通常效率更高。这允许编译器传递对象的地址，同时维护用于访问对象的语法。
5	3.5	[19]	变量是存储数据的对象。
2	2	[12]	细化、 施工、过渡
9	4	[20]	可以在类外部访问数据成员，而本地变量不能。
18	3.5	[2]	函数可以更改直接通过引用传递的变量中存储的数据。
13	3	[21]	原型声明将在程序中使用的和定义
6	3	[27]	在代码的任何地方，可以在顶部，或在代码的中间，或任何地方。
3	3.5	[4]	一些优点是现有的类可以重用，程序维护和验证更容易完成。
18	3.5	[1]	您可以修改直接引用的变量。
12	4.5	[25]	几个
6	2	[17]	在程序的一开始。在主（）开始前。
19	5	[4]	编译器根据函数调用中参数的数量、类型和顺序选择要执行的正确函数。
7	5	[24]	while 循环将检查语句，以确保它在执行之前为 true。在检查语句以查看是否应该再次运行之前，将执行 do while 循环。
10	2.5	[12]	构造函数初始化所有内容，以便不留空或使用随机 variouble，并且函数使用数据修改这些变量。
17	5	[4]	将限定符内联放在函数的返回类型之前，在函数定义"建议"编译器生成函数代码的副本，以避免函数调用。
6	4	[4]	变量在实际使用之前声明。它们可以在 main（） 之前声明为全局使用
19	0	[12]	未回答
15	2	[17]	签名可以包括结果类型和引发的错误。
16	5	[1]	文件范围
6	2.5	[31]	方法内部。
21	2	[7]	它们是重复相同任务的方法。
12	5	[31]	尽可能多的，你想，具有不同的参数。
15	5	[23]	函数原型的部分具有函数名称和参数，但没有返回类型。
3	3.5	[1]	信息可以隐藏。调试更容易。编程更容易，更容易管理。
4	5	[31]	主要方法。
1	2.5	[16]	简化对正在讨论的问题的理解，并简化对程序本身的理解
2	1	[16]	删除逻辑错误、测试有效数据、随机数据和实际数据。
16	3	[21]	全局变量可以 b 由变量类中的任何类 wit 访问对象
5	4	[23]	-在内存中保存位置的标识符。
20	3.5	[27]	无基例，如不包括再次调用函数的单个返回。 静态值结束。
4	5	[10]	功能主
7	5	[13]	在运行前先测试 true 时， 请...而先运行一次，然后检查。
18	3	[24]	不会更改传递的变量的原始值。
8	5	[25]	成员乐趣和数据成员
1	3	[15]	以显示程序的某一部分工作，因为它应该
6	2	[23]	-在主函数中的任何地方。
17	4.5	[10]	它通过在程序中插入函数的代码来生成函数代码的副本。
1	5	[26]	它模拟所需软件产品部分的行为
21	3.5	[13]	许多问题可以通过迭代和递归来解决，如果省略终止测试，则其中一个问题可能会进入无限执行状态。
16	5	[10]	它们可以由源文件中声明或定义后的任何函数引用。
18	3.5	[30]	函数可以直接修改通过引用传递的参数。
14	4	[11]	将可重用的内容或模块与可用于不同程序的实际源代码文件分开。
11	5	[26]	当程序员没有明确包括构造函数时
16	5	[29]	它们在放置在函数外部时具有文件范围。
15	5	[4]	它包括函数的名称及其参数的类型。
4	5	[3]	一C++程序将开始在 main（） 函数执行。<br>
8	4.5	[1]	数据和功能
14	3.5	[8]	标头文件分隔定义类的文件，并允许编译器在其他地方使用时识别类。
14	3.5	[26]	允许编译器在其他地方使用时识别类<br>
19	5	[20]	它们因函数调用中的参数数、类型和顺序而有所不同。
14	2.5	[31]	[结构] 编译器如何与库和用户编写的组件进行接口。
16	4.5	[15]	全局变量具有程序范围（可在程序中的任意位置访问）
16	5	[8]	全局变量具有文件范围。
7	5	[29]	做和做的主要区别...当语句在做...而语句是 do 块中的语句始终至少执行一次。<br> while 语句仅在其条件为 true 时才执行。
19	5	[31]	编译器根据函数调用中参数的数量、类型和顺序选择要执行的正确函数。
13	5	[13]	函数原型按特定顺序排列函数预期接收的名称、返回类型以及参数的数量和类型。 函数原型的详细信息在函数定义中。
20	5	[31]	缺少定义基案例，或错误地写入递归步骤，以便它不会在基案例上收敛
8	5	[20]	数据成员和成员功能
19	5	[16]	编译器根据函数调用中参数的数量、类型和顺序选择要执行的正确函数。
8	2	[16]	类名， 两个卷曲的婚前， 公共和私人
4	5	[4]	它们从主（） 函数开始。
6	2.5	[7]	在函数声明中，对于语句和 while 语句。<br>在 If、For、同时在命名空间、标题等的正文中执行语句（几乎任何地方）。<br>程序中的任何地方， 只要它是在它自己的行。
10	5	[18]	构造函数是用于在创建对象数据时初始化对象的函数。在创建对象时，将隐式调用它，并且必须使用与类相同的名称进行定义。构造函数也不能返回函数可以返回的值。
11	5	[8]	当类未显式包含构造函数时。
17	4	[1]	将函数扩展到程序中
2	3	[3]	在RUP中，软件生命周期中受测试阶段影响的阶段是：<br><br>解释阶段-精炼的正向视觉、核心系统的迭代、系统需求的开发、更准确的时间和成本估算<br><br>构建阶段-剩余系统的迭代开发。<br><br>过渡阶段测试和系统的部署。
5	4.5	[27]	将不同值存储到程序中的方法，如数字、单词、字母等。
19	3	[5]	它们由编译器根据用于重载函数之一的条件/输入进行区分。
18	5	[4]	由于性能原因，通过引用传递是很好的，因为它可以消除复制大量数据的价值开销。
4	5	[23]	-在主函数
19	5	[3]	重载函数通过其签名、名称修饰或名称修饰进行区分，并且类型安全链接可确保调用适当的重载函数，并且参数的类型符合参数的 tpes。
13	4.5	[22]	原型仅告诉用户哪些数据类型进入函数以及返回什么类型。
12	5	[26]	您可以根据需要重载构造函数
3	4	[10]	封装 - 对象在不知道操作工作原理的情况下使用操作。<br>继承 - 通过重用较早的类来减少冗余。<br>变形 - 对象选择在这种情况下使用的正确操作。
2	3.5	[19]	精炼、生产、维护。
2	3.5	[6]	如果测试阶段发现设计中的问题，可以进行优化，并可能进行设计。如果程序当前形式无法工作，这将导致生产时间晚于最初估计，生产可能会受到影响。也会影响编码，因为测试后您可能需要重写代码，程序才能删除错误。
9	3.5	[11]	数据成员只要运行，就永久存在于该程序的内存中。<br><br>成员函数内的局部变量是临时变量，仅用于在函数中操作，只要函数运行，就存在。
9	5	[27]	数据成员可供类中的所有函数访问，其中局部变量仅对成员函数可用，并且函数关闭时值丢失
6	2.5	[19]	变量可以在类和方法中声明。
2	3.5	[31]	精炼步骤、生产步骤和维护阶段。<br>
16	5	[4]	全局变量是在整个程序执行过程中保留其值的标识符。它有文件范围。
14	4	[2]	标头文件允许将声明和实现分离为单独的文件。
13	4.5	[29]	函数原型描述类的公共接口，而不显示类的成员函数实现
11	5	[19]	C++在编译期间创建默认构造函数（如果未提供）。
5	3	[12]	可以假定一组值中的任何一个的值/单词
21	5	[16]	两者都基于控制语句，涉及重复，并涉及终止测试。两者都逐渐接近终止， 两者都可能发生无限
